,0,1,2,3
296,30.0,7.0,-0.4331662,-1.044778
297,30.0,8.0,1.896155,0.8808025
298,30.0,9.0,0.4341521,-1.923676
299,30.0,10.0,0.2443834,0.5174551
300,31.0,1.0,-0.236808,1.523393
301,31.0,2.0,0.2551001,1.540333
302,31.0,3.0,-0.1413419,0.4251668
303,31.0,4.0,0.4838046,2.716643
304,31.0,5.0,1.01381,-2.267009
305,31.0,6.0,0.3188626,-0.4143309
306,31.0,7.0,0.1241043,1.28881
307,31.0,8.0,1.320021,1.215297
308,31.0,9.0,0.3550206,-0.3735294
309,31.0,10.0,2.088094,2.051288
310,32.0,1.0,-0.6425009,3.016043
311,32.0,2.0,0.4888144,3.82457
312,32.0,3.0,-0.5688635,3.073783
313,32.0,4.0,-0.7428322,2.652193
314,32.0,5.0,-0.8726666,2.259493
315,32.0,6.0,-0.0072319,3.294394
316,32.0,7.0,0.0944773,3.73045
317,32.0,8.0,-0.4719657,5.652805
318,32.0,9.0,-0.002363,1.316024
319,32.0,10.0,-0.7055649,3.672465
320,33.0,1.0,1.066728,2.772746
321,33.0,2.0,0.7828333,0.9267769
322,33.0,3.0,1.614972,3.514425
323,33.0,4.0,1.202383,0.849719
324,33.0,5.0,0.7388576,0.8559657
325,33.0,6.0,1.793998,0.8247188
326,33.0,7.0,0.4188262,0.9468174
327,33.0,8.0,1.287768,1.192935
328,33.0,9.0,1.763492,2.848863
329,33.0,10.0,0.7878532,1.271121
330,34.0,1.0,-1.008752,-0.0237641
331,34.0,2.0,-2.003197,-2.488989
332,34.0,3.0,-1.089493,-2.617767
333,34.0,4.0,-1.764551,-2.207082
334,34.0,5.0,-2.375314,-5.992844
335,34.0,6.0,-0.0554277,-2.782006
336,34.0,7.0,-2.07135,-3.742386
337,34.0,8.0,-2.168578,-4.107751
338,34.0,9.0,-1.494982,-1.4097
339,34.0,10.0,-2.42748,-4.542908
340,35.0,1.0,0.4351655,-0.1829615
341,35.0,2.0,0.3130368,1.421464
342,35.0,3.0,0.0475111,2.693851
343,35.0,4.0,1.150088,0.4114417
344,35.0,5.0,-0.0957933,-0.3948805
345,35.0,6.0,-0.5626023,1.468046
346,35.0,7.0,0.7080812,0.3045558
347,35.0,8.0,0.7833046,2.149841
348,35.0,9.0,1.530476,4.189656
349,35.0,10.0,-0.392029,1.836654
350,36.0,1.0,1.0746,1.334824
351,36.0,2.0,0.858286,1.181961
352,36.0,3.0,1.087671,1.481181
353,36.0,4.0,0.8066015,2.742746
354,36.0,5.0,0.968512,-0.3749059
355,36.0,6.0,0.4630476,2.44119
356,36.0,7.0,0.7254922,-0.0272765
357,36.0,8.0,1.071142,0.1138723
358,36.0,9.0,0.9984562,0.5836798
359,36.0,10.0,0.7640775,3.27064
360,37.0,1.0,-1.984955,1.182446
361,37.0,2.0,1.703192,4.951967
362,37.0,3.0,0.70728,3.779326
363,37.0,4.0,0.1184022,2.989509
364,37.0,5.0,0.5033596,2.156005
365,37.0,6.0,0.1772844,3.906913
366,37.0,7.0,-0.3786118,3.030409
367,37.0,8.0,0.3874881,3.954621
368,37.0,9.0,0.4214773,3.14631
369,37.0,10.0,-0.2451651,3.019984
370,38.0,1.0,0.0966754,1.819611
371,38.0,2.0,0.3879874,0.4967604
372,38.0,3.0,-1.395914,-1.222764
373,38.0,4.0,-0.989659,-2.631211
374,38.0,5.0,-1.069286,-1.865198
375,38.0,6.0,-1.157302,-2.171825
376,38.0,7.0,-0.2298466,-1.165969
377,38.0,8.0,-0.162679,0.1136425
378,38.0,9.0,0.0452585,-0.7178748
379,38.0,10.0,1.475002,0.348091
380,39.0,1.0,-0.3680276,1.008016
381,39.0,2.0,-0.0768016,0.9168845
382,39.0,3.0,-0.2463435,-0.4906966
383,39.0,4.0,-1.046038,-1.117032
384,39.0,5.0,-0.0558881,-2.599502
385,39.0,6.0,0.9340258,2.846533
386,39.0,7.0,0.0387625,-0.5874603
387,39.0,8.0,0.4839897,-0.4617234
388,39.0,9.0,0.2249989,0.3547341
389,39.0,10.0,0.259582,6.206707
390,40.0,1.0,-0.9563262,-5.226881
391,40.0,2.0,0.158707,-2.80379
392,40.0,3.0,-1.419837,-2.904984
393,40.0,4.0,-0.0518155,-5.127484
394,40.0,5.0,-0.6936554,-4.768349
395,40.0,6.0,-1.083972,-1.757608
396,40.0,7.0,0.1809549,-3.154513
397,40.0,8.0,-0.9489363,-5.076436
398,40.0,9.0,0.4788771,-0.2498513
399,40.0,10.0,-1.20961,-4.886969
400,41.0,1.0,0.1895332,-0.9003911
401,41.0,2.0,0.1223631,-2.135502
402,41.0,3.0,-1.228928,-1.727191
403,41.0,4.0,0.5337941,1.946297
404,41.0,5.0,0.0529219,-0.8247613
405,41.0,6.0,-1.437048,-1.485657
406,41.0,7.0,-0.206628,0.5203915
407,41.0,8.0,-0.3504592,-1.013146
408,41.0,9.0,0.4133495,-2.11442
409,41.0,10.0,-0.5753759,-5.671011
410,42.0,1.0,0.9354859,-3.749093
411,42.0,2.0,-0.7046662,-0.3788415
412,42.0,3.0,0.2735081,-2.195758
413,42.0,4.0,0.5713441,-2.486974
414,42.0,5.0,0.5723248,-0.6334812
415,42.0,6.0,-0.4295612,-1.476024
416,42.0,7.0,-0.0990854,-0.796925
417,42.0,8.0,-0.2557784,-4.837788
418,42.0,9.0,0.6341735,-2.101528
419,42.0,10.0,1.114925,0.1935925
420,43.0,1.0,0.3638722,-3.892314
421,43.0,2.0,0.2192631,-2.75728
422,43.0,3.0,0.7088032,-5.672783
423,43.0,4.0,1.291891,-4.523396
424,43.0,5.0,1.545635,-2.23069
425,43.0,6.0,0.6984189,-5.255136
426,43.0,7.0,1.096994,-3.37829
427,43.0,8.0,-0.9533722,-2.838433
428,43.0,9.0,-1.333343,-6.560651
429,43.0,10.0,0.1325082,-4.231973
430,44.0,1.0,1.34609,2.80968
431,44.0,2.0,0.8609981,5.157394
432,44.0,3.0,1.440838,4.059852
433,44.0,4.0,1.31601,4.396537
434,44.0,5.0,2.519416,4.529044
435,44.0,6.0,1.826352,3.553517
436,44.0,7.0,1.398376,3.261309
437,44.0,8.0,1.342633,2.678228
438,44.0,9.0,1.382244,2.567711
439,44.0,10.0,1.0065,0.5983293
440,45.0,1.0,0.2307572,1.985198
441,45.0,2.0,-0.9988996,3.689198
442,45.0,3.0,0.6118762,0.3478896
443,45.0,4.0,-0.1187919,1.536239
444,45.0,5.0,-0.5651595,2.60128
445,45.0,6.0,0.8897935,1.931453
446,45.0,7.0,0.2191047,1.128779
447,45.0,8.0,0.1270417,3.614626
448,45.0,9.0,0.2746617,2.90299
449,45.0,10.0,0.5508143,4.293116
450,46.0,1.0,0.078143,0.678977
451,46.0,2.0,-1.434957,-1.591428
452,46.0,3.0,-0.330221,-0.3885328
453,46.0,4.0,-0.5095385,-1.590133
454,46.0,5.0,-0.090955,-0.5159563
455,46.0,6.0,0.5905747,0.2174876
456,46.0,7.0,-0.5174507,0.1700746
457,46.0,8.0,-1.716782,-1.525219
458,46.0,9.0,-1.618016,-0.1487674
459,46.0,10.0,0.0945247,3.33564
460,47.0,1.0,1.834461,2.205469
461,47.0,2.0,2.275893,0.9900074
462,47.0,3.0,1.588463,2.728559
463,47.0,4.0,1.009486,2.664118
464,47.0,5.0,0.8830495,2.335695
465,47.0,6.0,2.527426,2.792583
466,47.0,7.0,1.99428,3.975189
467,47.0,8.0,1.075636,-1.461666
468,47.0,9.0,1.62277,0.2772777
469,47.0,10.0,-0.2918671,0.5717175
470,48.0,1.0,0.6970845,3.548941
471,48.0,2.0,0.3042401,2.714567
472,48.0,3.0,-0.4733489,2.132618
473,48.0,4.0,0.1186638,0.2675722
474,48.0,5.0,0.472446,3.49572
475,48.0,6.0,0.0734216,2.383074
476,48.0,7.0,-0.3304651,0.1469643
477,48.0,8.0,-0.1054729,2.743034
478,48.0,9.0,-0.5502433,2.170792
479,48.0,10.0,-0.6758031,-1.304036
480,49.0,1.0,-1.041904,2.614929
481,49.0,2.0,0.2966474,6.801648
482,49.0,3.0,2.121607,2.953831
483,49.0,4.0,1.40961,4.125618
484,49.0,5.0,0.72012,2.226582
485,49.0,6.0,1.468288,5.16179
486,49.0,7.0,0.6989707,4.297358
487,49.0,8.0,0.6398349,5.877613
488,49.0,9.0,1.50502,2.30839
489,49.0,10.0,2.039683,5.803663
490,50.0,1.0,-0.575293,-0.3911918
491,50.0,2.0,1.762867,0.4241942
492,50.0,3.0,0.4482329,2.129771
493,50.0,4.0,-0.3965478,2.316875
494,50.0,5.0,-1.678993,-1.766155
495,50.0,6.0,-0.4135653,1.104911
496,50.0,7.0,0.2927381,0.6836871
497,50.0,8.0,-1.213393,-0.1328436
498,50.0,9.0,0.4000321,0.0105331
499,50.0,10.0,0.3823605,1.738259
500,51.0,1.0,-0.8829772,-1.230511
501,51.0,2.0,-0.6324606,3.128573
502,51.0,3.0,0.043897,0.9378504
503,51.0,4.0,-0.6960941,0.2223853
504,51.0,5.0,-0.6172736,1.144565
505,51.0,6.0,-1.547163,1.458072
506,51.0,7.0,-0.100471,1.777758
507,51.0,8.0,-1.057376,1.23549
508,51.0,9.0,-1.17698,1.268143
509,51.0,10.0,-0.0482326,5.12384
510,52.0,1.0,-1.17903,-1.424888
511,52.0,2.0,-0.73939,-0.6274891
512,52.0,3.0,0.1877236,0.0635122
513,52.0,4.0,-2.343301,-0.4132502
514,52.0,5.0,-1.790024,-2.65057
515,52.0,6.0,-1.430529,-0.0825908
516,52.0,7.0,-2.358212,-2.990146
517,52.0,8.0,-2.442413,-2.191358
518,52.0,9.0,-1.23455,0.3577392
519,52.0,10.0,-1.410859,-2.390217
520,53.0,1.0,-0.615875,-1.882129
521,53.0,2.0,-0.4050235,-2.269866
522,53.0,3.0,1.700189,-1.987662
523,53.0,4.0,-0.2603097,-0.5872757
524,53.0,5.0,0.0030433,-1.478914
525,53.0,6.0,-0.5567633,-0.5711855
526,53.0,7.0,1.92195,-0.3205912
527,53.0,8.0,0.4176314,-3.899356
528,53.0,9.0,0.3705572,-0.5002469
529,53.0,10.0,-0.490355,-1.408963
530,54.0,1.0,0.0004666,-1.352051
531,54.0,2.0,0.4852016,-0.1910567
532,54.0,3.0,-0.0966698,-3.082341
533,54.0,4.0,-1.460837,0.1644528
534,54.0,5.0,0.2273265,1.150178
535,54.0,6.0,-1.45966,-1.679475
536,54.0,7.0,0.0572578,1.093598
537,54.0,8.0,-1.654427,-1.100947
538,54.0,9.0,1.237763,-1.333114
539,54.0,10.0,-0.2878364,-1.780298
540,55.0,1.0,1.478501,1.467222
541,55.0,2.0,0.4603204,-0.5379936
542,55.0,3.0,0.4879025,0.3834782
543,55.0,4.0,1.604256,2.304569
544,55.0,5.0,1.163704,0.4021196
545,55.0,6.0,1.489046,-1.715636
546,55.0,7.0,0.8985639,2.520392
547,55.0,8.0,0.7750524,0.3807169
548,55.0,9.0,1.898098,0.2142996
549,55.0,10.0,0.1348248,-0.9902997
550,56.0,1.0,-1.172022,-1.255857
551,56.0,2.0,-1.996386,-0.6948862
552,56.0,3.0,-1.828054,-2.934108
553,56.0,4.0,-1.694053,-2.265916
554,56.0,5.0,-1.590156,-1.318494
555,56.0,6.0,-1.720063,0.8799964
556,56.0,7.0,-0.8483286,1.144535
557,56.0,8.0,-1.399485,2.224534
558,56.0,9.0,-1.957177,-3.558478
559,56.0,10.0,-1.24907,-1.762664
560,57.0,1.0,-0.0772464,1.308189
561,57.0,2.0,-1.954798,0.3009691
562,57.0,3.0,0.4118662,2.00026
563,57.0,4.0,-1.344646,1.167232
564,57.0,5.0,-0.9593112,0.8892092
565,57.0,6.0,-0.6343449,1.525563
566,57.0,7.0,-1.098343,-1.334385
567,57.0,8.0,-0.6753605,3.269268
568,57.0,9.0,0.2483906,2.777401
569,57.0,10.0,-0.5119361,1.517861
570,58.0,1.0,1.37044,2.686421
571,58.0,2.0,0.1992836,4.470279
572,58.0,3.0,1.780507,4.082414
573,58.0,4.0,2.055047,5.420131
574,58.0,5.0,0.5121466,3.711266
575,58.0,6.0,1.473428,2.824285
576,58.0,7.0,1.329377,3.340376
577,58.0,8.0,0.0997097,4.848788
578,58.0,9.0,0.0592693,1.22174
579,58.0,10.0,-0.7709802,3.445836
580,59.0,1.0,-1.741525,-0.8517226
581,59.0,2.0,-0.7552054,0.4590898
582,59.0,3.0,0.2501201,0.7584463
583,59.0,4.0,-1.110712,0.689433
584,59.0,5.0,-0.400084,2.492942
585,59.0,6.0,0.4388102,0.5513753
586,59.0,7.0,-0.7038921,0.1453933
587,59.0,8.0,0.6593503,1.671134
588,59.0,9.0,-0.7045739,1.111596
589,59.0,10.0,0.8348078,3.478904
590,60.0,1.0,-0.6234985,1.035679
591,60.0,2.0,-0.8827932,-0.3437634
592,60.0,3.0,-0.4877819,0.4702546
593,60.0,4.0,-1.357737,-1.923994
594,60.0,5.0,-0.982067,-2.592882
595,60.0,6.0,0.6913385,2.39666
596,60.0,7.0,-1.414991,-2.518005
597,60.0,8.0,0.2656616,-0.3867499
598,60.0,9.0,-0.2962375,-2.936986
599,60.0,10.0,0.0142404,0.7719765
600,61.0,1.0,-0.439088,1.007766
601,61.0,2.0,-0.193091,0.3836968
602,61.0,3.0,-0.242038,2.372758
603,61.0,4.0,0.2151277,0.249827
604,61.0,5.0,-1.30581,1.51413
605,61.0,6.0,-1.180675,1.423673
606,61.0,7.0,0.1970787,1.277134
607,61.0,8.0,0.2143584,0.5484737
608,61.0,9.0,-0.0211159,0.299883
609,61.0,10.0,-1.212968,-1.433422
610,62.0,1.0,1.244519,1.081811
611,62.0,2.0,0.2099649,-1.353206
612,62.0,3.0,1.079102,0.5684164
613,62.0,4.0,-1.379466,-2.538114
614,62.0,5.0,-0.6902483,-2.311461
615,62.0,6.0,1.598011,2.727869
616,62.0,7.0,0.4156265,-1.169007
617,62.0,8.0,-1.180868,-1.18629
618,62.0,9.0,0.5274237,-0.7270185
619,62.0,10.0,0.2932127,-1.296323
620,63.0,1.0,1.652472,3.269476
621,63.0,2.0,0.9311473,3.587776
622,63.0,3.0,0.1365538,3.301447
623,63.0,4.0,-0.9336739,2.468721
624,63.0,5.0,0.6648791,1.450015
625,63.0,6.0,1.112161,0.9805532
626,63.0,7.0,-0.0768514,1.019256
627,63.0,8.0,1.118798,2.231499
628,63.0,9.0,-0.2639879,-0.8075618
629,63.0,10.0,1.720496,3.289132
630,64.0,1.0,-2.126607,-2.0323
631,64.0,2.0,-1.034993,0.0076568
632,64.0,3.0,-0.4070164,0.0774245
633,64.0,4.0,-0.9165144,0.1537139
634,64.0,5.0,-0.8468651,0.0403835
635,64.0,6.0,-1.71135,1.873977
636,64.0,7.0,-2.643143,-2.905062
637,64.0,8.0,-0.8416802,1.620987
638,64.0,9.0,-0.2111055,2.15277
639,64.0,10.0,-1.293431,0.1462283
640,65.0,1.0,1.470439,0.2505732
641,65.0,2.0,-0.2797295,-1.905268
642,65.0,3.0,1.2573,2.755377
