ID,Label
200,umami
201,sour
202,sweet
203,sweet
204,umami
205,sweet
206,sweet
207,sweet
208,sweet
209,error
210,not mentioned
211,sweet
212,savory
213,savory
214,error
215,umami
216,umami
217,error
218,umami
219,savory
220,savory
221,umami
222,savory
223,sweet
224,sweet
225,error
226,savory
227,savory
228,savory
229,umami
230,bitter
231,sweet
232,sweet
233,salty
234,sour
235,sweet
236,savory
237,savory
238,sweet
239,not mentioned
240,sweet
241,sweet
242,sweet
243,sweet
244,sour
245,sweet
246,not mentioned
247,umami
248,error
249,sweet
250,savory
251,sweet
252,error
253,bitter
254,sweet
255,sweet
256,error
257,sweet
258,not mentioned
259,sour
260,savory
261,sweet
262,savory
263,sweet
264,not mentioned
265,umami
266,sweet
267,not mentioned
268,sweet
269,sweet
270,sweet
271,sweet
272,sweet
273,sour
274,savory
275,sweet
276,sweet
277,savory
278,savory
279,sweet
280,sweet
281,sweet
282,sweet
283,not mentioned
284,savory
285,savory
286,sour
287,sweet
288,sweet
289,savory
290,sweet
291,sour
292,savory
293,sweet
294,sweet
295,not mentioned
296,sweet
297,sweet
298,sweet
299,umami
300,bitter
301,error
302,umami
303,sweet
304,savory
305,sweet
306,bitter
307,sweet
308,sweet
309,savory
310,savory
311,savory
312,not mentioned
313,error
314,savory
315,sweet
316,sweet
317,error
318,error
319,error
320,savory
321,sweet
322,savory
323,sweet
324,sweet
325,sweet
326,sweet
327,sweet
328,savory
329,savory
330,sweet
331,sweet
332,sour
333,sweet
334,sweet
335,not mentioned
336,not mentioned
337,umami
338,sweet
339,savory
340,sour
341,savory
342,error
343,sweet
344,sweet
345,sweet
346,not mentioned
347,error
348,sweet
349,sweet
350,sweet
351,sweet
352,salty
353,sweet
354,sweet
355,sweet
356,sweet
357,sweet
358,savory
359,not mentioned
360,sweet
361,umami
362,bitter
363,sweet
364,sweet
365,sweet
366,sweet
367,sweet
368,savory
369,sweet
370,error
371,error
372,error
373,not mentioned
374,sweet
375,error
376,savory
377,savory
378,umami
379,sweet
380,sweet
381,sweet
382,sweet
383,umami
384,umami
385,savory
386,savory
387,umami
388,savory
389,sweet
390,savory
391,not mentioned
392,sweet
393,savory
394,umami
395,savory
396,sweet
397,sweet
398,sweet
399,error
400,savory
401,sour
402,umami
403,bitter
404,bitter
405,savory
406,sweet
407,sweet
408,sweet
409,savory
410,umami
411,sweet
412,savory
413,error
414,savory
415,sweet
416,savory
417,savory
418,bitter
419,sweet
420,sweet
421,sweet
422,savory
423,savory
424,savory
425,savory
426,sweet
427,sweet
428,savory
429,savory
430,sweet
431,savory
432,savory
433,sour
434,error
435,savory
436,sweet
437,sour
438,umami
439,sour
440,umami
441,error
442,savory
443,salty
444,savory
445,savory
446,sour
447,savory
448,sweet
449,savory
450,savory
451,sweet
452,sour
453,sweet
454,sweet
455,savory
456,sweet
457,savory
458,salty
459,sweet
460,savory
461,sweet
462,savory
463,savory
464,error
465,savory
466,savory
467,error
468,error
469,savory
470,savory
471,savory
472,savory
473,umami
474,salty
475,savory
476,error
477,savory
478,savory
479,salty
480,savory
481,savory
482,savory
483,umami
484,sour
485,sweet
486,umami
487,savory
488,savory
489,salty
490,savory
491,sweet
492,savory
493,savory
494,savory
495,savory
496,savory
497,error
498,savory
499,error
500,savory
501,umami
502,umami
503,sweet
504,error
505,savory
506,savory
507,salty
508,savory
509,bitter
510,salty
511,savory
512,savory
513,not mentioned
514,savory
515,sweet
516,savory
517,sweet
518,error
519,salty
520,savory
521,savory
522,sweet
523,error
524,savory
525,error
526,savory
527,savory
528,error
529,error
530,savory
531,savory
532,savory
533,not mentioned
534,not mentioned
535,error
536,not mentioned
537,savory
538,sour
539,salty
540,error
541,savory
542,salty
543,sweet
544,salty
545,salty
546,error
547,sour
548,sour
549,savory
550,sweet
551,error
552,savory
553,savory
554,salty
555,sour
556,not mentioned
557,not mentioned
558,sour
559,not mentioned
560,error
561,savory
562,sour
563,error
564,savory
565,umami
566,sweet
567,sour
568,sweet
569,salty
570,sweet
571,salty
572,savory
573,sweet
574,sweet
575,error
576,savory
577,error
578,savory
579,savory
580,salty
581,sweet
582,savory
583,bitter
584,savory
585,savory
586,sweet
587,error
588,umami
589,savory
590,umami
591,savory
592,umami
593,sweet
594,salty
595,sweet
596,savory
597,savory
598,sweet
599,savory
600,error
601,savory
602,sweet
603,error
604,error
605,error
606,sour
607,error
608,savory
609,salty
610,error
611,umami
612,sweet
613,savory
614,umami
615,savory
616,umami
617,sweet
618,sweet
619,sour
620,error
621,salty
622,error
623,error
624,sour
625,sour
626,savory
627,sour
628,salty
629,salty
630,savory
631,savory
632,error
633,savory
634,error
635,savory
636,savory
637,savory
638,error
639,sweet
640,umami
641,sweet
642,umami
643,sweet
644,sweet
645,savory
646,sweet
647,savory
648,savory
649,umami
650,umami
651,sweet
652,sweet
653,error
654,error
655,error
656,sweet
657,sweet
658,sweet
659,error
660,sweet
661,sweet
662,sweet
663,sweet
664,sweet
665,sweet
666,sweet
667,sweet
668,sweet
669,sweet
670,sweet
671,savory
672,sweet
673,sweet
674,error
675,error
676,savory
677,salty
678,not mentioned
679,sweet
680,savory
681,sweet
682,umami
683,savory
684,umami
685,sweet
686,error
687,sweet
688,savory
689,savory
690,umami
691,not mentioned
692,savory
693,savory
694,savory
695,savory
696,umami
697,savory
698,savory
699,savory
700,savory
701,savory
702,not mentioned
703,sweet
704,savory
705,savory
706,savory
707,savory
708,umami
709,salty
710,error
711,error
712,sweet
713,savory
714,savory
715,sweet
716,sweet
717,umami
718,savory
719,sweet
720,sweet
721,savory
722,sweet
723,savory
724,sweet
725,error
726,umami
727,umami
728,sweet
729,sweet
730,sweet
731,sweet
732,savory
733,salty
734,sweet
735,savory
736,sweet
737,sour
738,sweet
739,sour
740,bitter
741,sweet
742,bitter
743,umami
744,sweet
745,umami
746,error
747,bitter
748,error
749,error
750,savory
751,sweet
752,umami
753,umami
754,umami
755,umami
756,umami
757,umami
758,umami
759,savory
760,umami
761,sweet
762,bitter
763,savory
764,sweet
765,sweet
766,sweet
767,umami
768,savory
769,sweet
770,not mentioned
771,sweet
772,error
773,sweet
774,savory
775,bitter
776,sweet
777,sweet
778,error
779,savory
780,umami
781,sour
782,sour
783,sweet
784,sweet
785,sweet
786,sour
787,sweet
788,sweet
789,sweet
790,sweet
791,umami
792,savory
793,sweet
794,sweet
795,sweet
796,error
797,sweet
798,sweet
799,error
800,sweet
801,savory
802,sweet
803,umami
804,not mentioned
805,umami
806,sweet
807,umami
808,sweet
809,error
810,sweet
811,sweet
812,error
813,sweet
814,error
815,sweet
816,sweet
817,sour
818,savory
819,error
820,savory
821,savory
822,savory
823,savory
824,not mentioned
825,savory
826,sweet
827,savory
828,savory
829,sweet
830,savory
831,sweet
832,bitter
833,sour
834,umami
835,sweet
836,error
837,error
838,umami
839,umami
840,sweet
841,savory
842,sweet
843,not mentioned
844,sweet
845,sweet
846,sweet
847,not mentioned
848,error
849,sweet
850,error
851,error
852,savory
853,umami
854,sweet
855,sweet
856,error
857,sweet
858,sweet
859,umami
860,error
861,sweet
862,sweet
863,error
864,sweet
865,sweet
866,error
867,umami
868,sweet
869,sweet
870,savory
871,sweet
872,salty
873,not mentioned
874,sweet
875,sour
876,sweet
877,sweet
878,sweet
879,error
880,sweet
881,sweet
882,sweet
883,sweet
884,sweet
885,sweet
886,sweet
887,sweet
888,sweet
889,sweet
890,sweet
891,sweet
892,not mentioned
893,savory
894,umami
895,savory
896,sweet
897,savory
898,sweet
899,savory
900,error
901,sweet
902,savory
903,savory
904,savory
905,error
906,savory
907,salty
908,savory
909,sweet
910,error
911,sour
912,sweet
913,not mentioned
914,sweet
915,not mentioned
916,sweet
917,sweet
918,sweet
919,savory
920,savory
921,sweet
922,error
923,sweet
924,not mentioned
925,savory
926,error
927,savory
928,not mentioned
929,sweet
930,savory
931,savory
932,savory
933,sweet
934,umami
935,umami
936,error
937,umami
938,sweet
939,sweet
940,savory
941,error
942,error
943,sweet
944,not mentioned
945,savory
946,umami
947,error
948,sweet
949,error
950,sweet
951,sweet
952,sweet
953,error
954,savory
955,sweet
956,sweet
957,savory
958,sour
959,sweet
960,salty
961,savory
962,not mentioned
963,error
964,not mentioned
965,savory
966,sweet
967,savory
968,umami
969,savory
970,error
971,savory
972,savory
973,not mentioned
974,error
975,sweet
976,sweet
977,sweet
978,error
979,sweet
980,sweet
981,error
982,sweet
983,umami
984,sweet
985,sweet
986,umami
987,savory
988,savory
989,savory
990,savory
991,umami
992,error
993,sweet
994,sweet
995,savory
996,savory
997,savory
998,umami
999,error
1000,sweet
1001,sweet
1002,error
1003,sweet
1004,sweet
1005,sweet
1006,savory
1007,sweet
1008,sweet
1009,sweet
1010,sweet
1011,savory
1012,sweet
1013,salty
1014,savory
1015,sweet
1016,sweet
1017,error
1018,sour
1019,sweet
1020,sweet
1021,sweet
1022,sweet
1023,sweet
1024,sweet
1025,savory
1026,sweet
1027,sweet
1028,sweet
1029,sweet
1030,sweet
1031,savory
1032,error
1033,sweet
1034,sweet
1035,savory
1036,savory
1037,sweet
1038,umami
1039,sweet
1040,sweet
1041,not mentioned
1042,sweet
1043,umami
1044,error
1045,sweet
1046,sweet
1047,savory
1048,savory
1049,sweet
1050,umami
1051,umami
1052,error
1053,error
1054,sweet
1055,not mentioned
1056,sweet
1057,error
1058,sour
1059,sour
1060,error
1061,savory
1062,error
1063,bitter
1064,error
1065,sweet
1066,savory
1067,savory
1068,sweet
1069,sweet
1070,error
1071,error
1072,umami
1073,sweet
1074,sweet
1075,umami
1076,sweet
1077,umami
1078,sweet
1079,savory
1080,savory
1081,sweet
1082,savory
1083,sweet
1084,sweet
1085,not mentioned
1086,error
1087,not mentioned
1088,not mentioned
1089,sweet
1090,error
1091,umami
1092,sweet
1093,sweet
1094,savory
1095,sweet
1096,savory
1097,savory
1098,savory
1099,salty
1100,savory
1101,salty
1102,sweet
1103,sweet
1104,sour
1105,savory
1106,savory
1107,sweet
1108,salty
1109,savory
1110,savory
1111,error
1112,salty
1113,sour
1114,error
1115,savory
1116,sweet
1117,savory
1118,savory
1119,sour
1120,error
1121,bitter
1122,savory
1123,sweet
1124,sweet
1125,sweet
1126,sweet
1127,sweet
1128,sweet
1129,error
1130,sweet
1131,sweet
1132,savory
1133,savory
1134,sweet
1135,savory
1136,sweet
1137,savory
1138,savory
1139,savory
1140,savory
1141,savory
1142,umami
1143,sweet
1144,sweet
1145,sweet
1146,umami
1147,sweet
1148,not mentioned
1149,sweet
1150,umami
1151,sour
1152,umami
1153,sour
1154,not mentioned
1155,sour
1156,error
1157,umami
1158,sweet
1159,not mentioned
1160,sweet
1161,savory
1162,sour
1163,error
1164,sweet
1165,error
1166,error
1167,not mentioned
1168,not mentioned
1169,not mentioned
1170,savory
1171,savory
1172,savory
1173,umami
1174,sweet
1175,savory
1176,error
1177,sweet
1178,error
1179,sweet
1180,sweet
1181,sweet
1182,sweet
1183,sweet
1184,sweet
1185,sweet
1186,not mentioned
1187,umami
1188,sweet
1189,error
1190,sweet
1191,sweet
1192,sweet
1193,sweet
1194,sweet
1195,sweet
1196,sweet
1197,bitter
1198,savory
1199,error
1200,savory
1201,error
1202,savory
1203,sweet
1204,sweet
1205,sweet
1206,error
1207,error
1208,savory
1209,savory
1210,savory
1211,sour
1212,savory
1213,sweet
1214,savory
1215,savory
1216,savory
1217,sour
1218,savory
1219,savory
1220,error
1221,savory
1222,savory
1223,savory
1224,savory
1225,sweet
1226,savory
1227,savory
1228,error
1229,savory
1230,savory
1231,savory
1232,error
1233,sweet
1234,error
1235,sweet
1236,error
1237,savory
1238,umami
1239,not mentioned
1240,umami
1241,sweet
1242,umami
1243,sweet
1244,savory
1245,error
1246,sweet
1247,umami
1248,savory
1249,savory
1250,sweet
1251,bitter
1252,savory
1253,sweet
1254,sweet
1255,sweet
1256,error
1257,sweet
1258,savory
1259,sweet
1260,sweet
1261,sweet
1262,sweet
1263,sweet
1264,sweet
1265,sweet
1266,savory
1267,error
1268,sweet
1269,sweet
1270,umami
1271,sweet
1272,sweet
1273,sweet
1274,savory
1275,sweet
1276,sweet
1277,savory
1278,sweet
1279,sweet
1280,savory
1281,error
1282,sweet
1283,sweet
1284,savory
1285,sweet
1286,sweet
1287,error
1288,sweet
1289,sweet
1290,sour
1291,savory
1292,savory
1293,umami
1294,sweet
1295,sweet
1296,savory
1297,sweet
1298,sweet
1299,sweet
1300,savory
1301,sweet
1302,savory
1303,sweet
1304,sweet
1305,umami
1306,salty
1307,sweet
1308,sweet
1309,sour
1310,sweet
1311,savory
1312,savory
1313,savory
1314,umami
1315,sweet
1316,error
1317,sweet
1318,not mentioned
1319,error
1320,not mentioned
1321,error
1322,sweet
1323,sweet
1324,sweet
1325,error
1326,bitter
1327,umami
1328,umami
1329,error
1330,savory
1331,savory
1332,savory
1333,sweet
1334,sweet
1335,error
1336,sweet
1337,sour
1338,umami
1339,error
1340,sour
1341,sweet
1342,sweet
1343,savory
1344,savory
1345,savory
1346,error
1347,sweet
1348,savory
1349,umami
1350,error
1351,sweet
1352,sweet
1353,sweet
1354,not mentioned
1355,sweet
1356,sweet
1357,sweet
1358,sweet
1359,sweet
1360,sweet
1361,sweet
1362,sour
1363,sweet
1364,sweet
1365,sweet
1366,sweet
1367,sweet
1368,savory
1369,sweet
1370,sweet
1371,sweet
1372,not mentioned
1373,sweet
1374,error
1375,error
1376,sweet
1377,sweet
1378,sweet
1379,sweet
1380,sweet
1381,sweet
1382,sweet
1383,sweet
1384,sweet
1385,sweet
1386,error
1387,sweet
1388,sweet
1389,sweet
1390,sweet
1391,sweet
1392,sweet
1393,not mentioned
1394,sweet
1395,bitter
1396,not mentioned
1397,sweet
1398,sweet
1399,sweet
1400,sweet
1401,sweet
1402,sweet
1403,sweet
1404,sweet
1405,sweet
1406,sweet
1407,sweet
1408,umami
1409,savory
1410,not mentioned
1411,savory
1412,savory
1413,error
1414,salty
1415,savory
1416,savory
1417,savory
1418,bitter
1419,savory
1420,savory
1421,savory
1422,sweet
1423,sweet
1424,savory
1425,savory
1426,savory
1427,error
1428,savory
1429,sweet
1430,sweet
1431,sweet
1432,error
1433,sweet
1434,error
1435,sweet
1436,savory
1437,sweet
1438,savory
1439,savory
1440,error
1441,savory
1442,savory
1443,savory
1444,salty
1445,bitter
1446,savory
1447,salty
1448,not mentioned
1449,savory
1450,savory
1451,salty
1452,salty
1453,savory
1454,savory
1455,salty
1456,error
1457,sweet
1458,umami
1459,savory
1460,savory
1461,savory
1462,savory
1463,error
1464,umami
1465,sweet
1466,savory
1467,not mentioned
1468,savory
1469,savory
1470,umami
1471,savory
1472,sour
1473,sour
1474,error
1475,sweet
1476,sweet
1477,umami
1478,sweet
1479,error
1480,savory
1481,umami
1482,error
1483,sweet
1484,sweet
1485,sweet
1486,savory
1487,sweet
1488,sweet
1489,sweet
1490,savory
1491,sweet
1492,umami
1493,sweet
1494,sweet
1495,not mentioned
1496,sweet
1497,umami
1498,error
1499,savory
1500,error
1501,umami
1502,savory
1503,not mentioned
1504,savory
1505,savory
1506,savory
1507,sweet
1508,savory
1509,umami
1510,savory
1511,savory
1512,umami
1513,savory
1514,savory
1515,savory
1516,savory
1517,savory
1518,sweet
1519,bitter
1520,sweet
1521,bitter
1522,sweet
1523,savory
1524,sweet
1525,sweet
1526,sweet
1527,error
1528,sweet
1529,sweet
1530,sweet
1531,sweet
1532,bitter
1533,savory
1534,sour
1535,savory
1536,sweet
1537,sweet
1538,savory
1539,savory
1540,umami
1541,umami
1542,error
1543,sweet
1544,savory
1545,sour
1546,umami
1547,savory
1548,savory
1549,sweet
1550,error
1551,sweet
1552,umami
1553,sweet
1554,savory
1555,not mentioned
1556,umami
1557,sweet
1558,umami
1559,salty
1560,umami
1561,umami
1562,sweet
1563,savory
1564,sweet
1565,umami
1566,sweet
1567,sour
1568,sweet
1569,error
1570,umami
1571,sweet
1572,sour
1573,error
1574,sweet
1575,error
1576,umami
1577,not mentioned
1578,savory
1579,error
1580,savory
1581,error
1582,savory
1583,sweet
1584,savory
1585,savory
1586,savory
1587,savory
1588,savory
1589,savory
1590,savory
1591,savory
1592,sweet
1593,savory
1594,savory
1595,savory
1596,savory
1597,savory
1598,sweet
1599,umami
1600,savory
1601,savory
1602,sweet
1603,salty
1604,savory
1605,sweet
1606,savory
1607,savory
1608,sweet
1609,sour
1610,umami
1611,sweet
1612,sour
1613,savory
1614,savory
1615,sweet
1616,savory
1617,salty
1618,savory
1619,savory
1620,umami
1621,sweet
1622,error
1623,savory
1624,savory
1625,sweet
1626,savory
1627,sweet
1628,savory
1629,sweet
1630,umami
1631,savory
1632,sour
1633,not mentioned
1634,savory
1635,sweet
1636,savory
1637,savory
1638,savory
1639,savory
1640,savory
1641,sweet
1642,sour
1643,savory
1644,savory
1645,savory
1646,sweet
1647,savory
1648,savory
1649,savory
1650,salty
1651,sweet
1652,sweet
1653,savory
1654,savory
1655,error
1656,savory
1657,error
1658,savory
1659,savory
1660,savory
1661,savory
1662,savory
1663,salty
1664,savory
1665,savory
1666,savory
1667,sweet
1668,salty
1669,savory
1670,salty
1671,sweet
1672,sweet
1673,savory
1674,error
1675,savory
1676,umami
1677,salty
1678,savory
1679,sweet
1680,error
1681,umami
1682,savory
1683,sweet
1684,savory
1685,savory
1686,savory
1687,savory
1688,umami
1689,sour
1690,umami
1691,sweet
1692,savory
1693,savory
1694,umami
1695,savory
1696,savory
1697,savory
1698,savory
1699,salty
1700,savory
1701,savory
1702,sweet
1703,sweet
1704,sour
1705,sweet
1706,error
1707,savory
1708,umami
1709,sweet
1710,sweet
1711,savory
1712,savory
1713,savory
1714,savory
1715,salty
1716,savory
1717,savory
1718,savory
1719,savory
1720,savory
1721,sweet
1722,savory
1723,error
1724,error
1725,salty
1726,sweet
1727,savory
1728,not mentioned
1729,savory
1730,sweet
1731,salty
1732,error
1733,savory
1734,sweet
1735,savory
1736,savory
1737,savory
1738,error
1739,savory
1740,umami
1741,sweet
1742,error
1743,sweet
1744,savory
1745,savory
1746,umami
1747,sweet
1748,savory
1749,sweet
1750,savory
1751,savory
1752,savory
1753,savory
1754,savory
1755,sweet
1756,savory
1757,savory
1758,savory
1759,savory
1760,umami
1761,savory
1762,sweet
1763,savory
1764,savory
1765,savory
1766,sweet
1767,sweet
1768,sweet
1769,savory
1770,savory
1771,umami
1772,sweet
1773,savory
1774,savory
1775,sweet
1776,sweet
1777,savory
1778,error
1779,sweet
1780,sweet
1781,error
1782,sweet
1783,savory
1784,savory
1785,savory
1786,savory
1787,salty
1788,sweet
1789,salty
1790,savory
1791,sweet
1792,sweet
1793,error
1794,umami
1795,umami
1796,error
1797,savory
1798,savory
1799,sweet
1800,not mentioned
1801,savory
1802,savory
1803,savory
1804,savory
1805,savory
1806,savory
1807,savory
1808,savory
1809,savory
1810,savory
1811,sweet
1812,umami
1813,savory
1814,umami
1815,sweet
1816,umami
1817,bitter
1818,savory
1819,savory
1820,savory
1821,salty
1822,salty
1823,savory
1824,salty
1825,savory
1826,error
1827,error
1828,not mentioned
1829,umami
1830,error
1831,savory
1832,sweet
1833,salty
1834,sour
1835,error
1836,savory
1837,sour
1838,savory
1839,salty
1840,salty
1841,sour
1842,savory
1843,umami
1844,sweet
1845,umami
1846,sweet
1847,savory
1848,umami
1849,savory
1850,sweet
1851,savory
1852,savory
1853,savory
1854,error
1855,savory
1856,savory
1857,sweet
1858,savory
1859,sweet
1860,savory
1861,savory
1862,savory
1863,savory
1864,savory
1865,sweet
1866,savory
1867,sweet
1868,savory
1869,sweet
1870,sweet
1871,error
1872,sour
1873,umami
1874,error
1875,sweet
1876,savory
1877,savory
1878,umami
1879,error
1880,sour
1881,savory
1882,error
1883,salty
1884,sweet
1885,salty
1886,not mentioned
1887,not mentioned
1888,sweet
1889,salty
1890,salty
1891,sweet
1892,savory
1893,sweet
1894,umami
1895,sweet
1896,sour
1897,savory
1898,sweet
1899,savory
1900,not mentioned
1901,error
1902,error
1903,sweet
1904,savory
1905,savory
1906,sweet
1907,sweet
1908,savory
1909,error
1910,sour
1911,savory
1912,sweet
1913,savory
1914,savory
1915,sweet
1916,savory
1917,savory
1918,not mentioned
1919,sweet
1920,not mentioned
1921,error
1922,umami
1923,savory
1924,error
1925,sweet
1926,savory
1927,savory
1928,savory
1929,savory
1930,savory
1931,savory
1932,savory
1933,savory
1934,savory
1935,sour
1936,sour
1937,not mentioned
1938,sour
1939,sweet
1940,sweet
1941,umami
1942,sweet
1943,sour
1944,sour
1945,sweet
1946,savory
1947,savory
1948,error
1949,not mentioned
1950,savory
1951,umami
1952,umami
1953,sweet
1954,umami
1955,salty
1956,savory
1957,umami
1958,sour
1959,sweet
1960,salty
1961,salty
1962,umami
1963,sweet
1964,umami
1965,sweet
1966,sweet
1967,error
1968,sweet
1969,umami
1970,sweet
1971,salty
1972,salty
1973,salty
1974,error
1975,error
1976,sweet
1977,sweet
1978,sweet
1979,sweet
1980,error
1981,sweet
1982,sweet
1983,sweet
1984,umami
1985,sweet
1986,sweet
1987,sweet
1988,sweet
1989,sweet
1990,sweet
1991,sweet
1992,sweet
1993,sweet
1994,error
1995,sweet
1996,sweet
1997,error
1998,savory
1999,sweet
2000,sweet
2001,sweet
2002,sweet
2003,sweet
2004,error
2005,sweet
2006,sweet
2007,sweet
2008,savory
2009,sweet
2010,savory
2011,sweet
2012,savory
2013,savory
2014,sweet
2015,sweet
2016,sweet
2017,sweet
2018,sweet
2019,sweet
2020,sweet
2021,umami
2022,sweet
2023,sweet
2024,sweet
2025,error
2026,sweet
2027,sweet
2028,sweet
2029,sweet
2030,sweet
2031,sweet
2032,sweet
2033,sweet
2034,sweet
2035,sweet
2036,sweet
2037,sweet
2038,sweet
2039,sweet
2040,savory
2041,sweet
2042,sweet
2043,sweet
2044,savory
2045,sweet
2046,savory
2047,savory
2048,sweet
2049,sweet
2050,savory
2051,sweet
2052,sweet
2053,sweet
2054,savory
2055,sweet
2056,sweet
2057,savory
2058,sweet
2059,sweet
2060,sweet
2061,sour
2062,sweet
2063,sour
2064,sweet
2065,savory
2066,umami
2067,error
2068,not mentioned
2069,not mentioned
2070,sour
2071,sweet
2072,error
2073,sweet
2074,sweet
2075,not mentioned
2076,sour
2077,not mentioned
2078,sweet
2079,sweet
2080,sweet
2081,sour
2082,sweet
2083,umami
2084,sour
2085,not mentioned
2086,error
2087,sweet
2088,sweet
2089,savory
2090,sweet
2091,sweet
2092,sweet
2093,error
2094,sweet
2095,sweet
2096,sweet
2097,sweet
2098,sweet
2099,sweet
2100,savory
2101,error
2102,savory
2103,salty
2104,sweet
2105,sweet
2106,savory
2107,savory
2108,savory
2109,savory
2110,umami
2111,savory
2112,salty
2113,savory
2114,bitter
2115,sweet
2116,umami
2117,sweet
2118,not mentioned
2119,error
2120,not mentioned
2121,sweet
2122,sweet
2123,sweet
2124,savory
2125,sweet
2126,savory
2127,savory
2128,umami
2129,sweet
2130,sweet
2131,savory
2132,savory
2133,savory
2134,sweet
2135,sweet
2136,savory
2137,sweet
2138,sweet
2139,error
2140,not mentioned
2141,sweet
2142,umami
2143,sweet
2144,sweet
2145,sweet
2146,sweet
2147,sweet
2148,sweet
2149,sweet
2150,sweet
2151,sweet
2152,sweet
2153,umami
2154,savory
2155,sweet
2156,sweet
2157,sweet
2158,bitter
2159,sweet
2160,sour
2161,savory
2162,sweet
2163,savory
2164,savory
2165,savory
2166,savory
2167,savory
2168,savory
2169,error
2170,savory
2171,umami
2172,sour
2173,savory
2174,savory
2175,sweet
2176,sweet
2177,sweet
2178,sweet
2179,umami
2180,umami
2181,sweet
2182,savory
2183,savory
2184,sweet
2185,umami
2186,not mentioned
2187,sweet
2188,salty
2189,salty
2190,salty
2191,savory
2192,savory
2193,savory
2194,salty
2195,savory
2196,savory
2197,error
2198,umami
2199,savory
2200,savory
2201,savory
2202,error
2203,umami
2204,sour
2205,error
2206,umami
2207,umami
2208,savory
2209,savory
2210,savory
2211,sour
2212,sour
2213,sour
2214,sweet
2215,sour
2216,sweet
2217,savory
2218,sweet
2219,sweet
2220,sweet
2221,sweet
2222,not mentioned
2223,error
2224,sweet
2225,sweet
2226,sweet
2227,error
2228,savory
2229,not mentioned
2230,not mentioned
2231,sweet
2232,sweet
2233,sweet
2234,not mentioned
2235,sour
2236,not mentioned
2237,savory
2238,bitter
2239,error
2240,sour
2241,sour
2242,sweet
2243,sweet
2244,error
2245,error
2246,not mentioned
2247,sweet
2248,error
2249,sweet
2250,sour
2251,error
2252,sour
2253,not mentioned
2254,not mentioned
2255,savory
2256,sweet
2257,not mentioned
2258,sweet
2259,sweet
2260,sour
2261,sweet
2262,umami
2263,sweet
2264,sweet
2265,sweet
2266,sweet
2267,sweet
2268,error
2269,savory
2270,savory
2271,sweet
2272,savory
2273,sweet
2274,sweet
2275,sweet
2276,savory
2277,sweet
2278,sweet
2279,sweet
2280,sweet
2281,sweet
2282,sweet
2283,sweet
2284,sweet
2285,sweet
2286,sweet
2287,savory
2288,savory
2289,sweet
2290,savory
2291,umami
2292,sweet
2293,sweet
2294,sweet
2295,sour
2296,bitter
2297,error
2298,umami
2299,savory
2300,not mentioned
2301,savory
2302,sweet
2303,sweet
2304,savory
2305,savory
2306,sweet
2307,sweet
2308,sweet
2309,sweet
2310,bitter
2311,sweet
2312,sweet
2313,sweet
2314,savory
2315,sweet
2316,sour
2317,sweet
2318,sweet
2319,bitter
2320,umami
2321,sweet
2322,umami
2323,sweet
2324,bitter
2325,savory
2326,savory
2327,savory
2328,umami
2329,sweet
2330,sweet
2331,sweet
2332,sweet
2333,sweet
2334,sweet
2335,sweet
2336,sweet
